file_path,document_id,customer_id,customer_name,invoice_date,status,policy,canonical_id,subtotal_usd,discount_usd,tax_usd,total_usd,net_spend_effect_usd,valid_invoice_count_effect,hidden_flags
invoices/INV-2025-1036_C003.pdf,INV-2025-1036,C003,Cobalt Harbor Clinics,2025-06-22,PAID,include,INV-2025-1036,38577.43,0.00,2314.65,40892.08,40892.08,1,
invoices/INV-2025-1037_C009.pdf,INV-2025-1037,C009,Ion Trail Logistics,2025-05-02,PAID,include,INV-2025-1037,44495.04,0.00,3559.60,48054.64,48054.64,1,
invoices/INV-2025-1038_C011.pdf,INV-2025-1038,C011,Keystone Renewable Works,2025-02-23,PAID,include,INV-2025-1038,15030.72,751.54,999.54,15278.72,15278.72,1,
invoices/INV-2025-1039_C003.pdf,INV-2025-1039,C003,Cobalt Harbor Clinics,2025-02-08,OPEN,include,INV-2025-1039,53087.85,0.00,3185.27,56273.12,56273.12,1,
invoices/INV-2025-1040_C018.pdf,INV-2025-1040,C018,Riverbend Arts Foundation,2025-05-03,OPEN,include,INV-2025-1040,20172.06,302.58,0.00,19869.48,19869.48,1,
invoices/INV-2025-1041_C009.pdf,INV-2025-1041,C009,Ion Trail Logistics,2025-11-04,PAID,include,INV-2025-1041,62790.84,1569.77,4897.69,66118.76,66118.76,1,
invoices/INV-2025-1042_C007.pdf,INV-2025-1042,C007,Glasspeak Hospitality,2025-07-05,PAID,include,INV-2025-1042,42562.11,2128.11,4043.40,44477.40,44477.40,1,
invoices/INV-2025-1043_C017.pdf,INV-2025-1043,C017,Quartzline Insurance,2025-02-07,PAID,include,INV-2025-1043,19317.96,0.00,1159.08,20477.04,20477.04,1,
invoices/INV-2025-1044_C002.pdf,INV-2025-1044,C002,Brightline Field Services,2025-01-21,PAID,include,INV-2025-1044,33328.82,0.00,1666.44,34995.26,34995.26,1,
invoices/INV-2025-1045_C016.pdf,INV-2025-1045,C016,Prairie Signal Telecom,2025-01-20,OPEN,include,INV-2025-1045,44290.03,0.00,2657.40,46947.43,46947.43,1,
invoices/INV-2025-1046_C005.pdf,INV-2025-1046,C005,Evergreen Robotics Lab,2025-05-05,OPEN,include,INV-2025-1046,11466.25,286.66,1006.16,12185.75,12185.75,1,
invoices/INV-2025-1047_C015.pdf,INV-2025-1047,C015,Oak & Slate Interiors,2025-07-16,OPEN,include,INV-2025-1047,60391.14,3019.56,4016.01,61387.59,61387.59,1,
invoices/INV-2025-1048_C011.pdf,INV-2025-1048,C011,Keystone Renewable Works,2025-04-04,OPEN,include,INV-2025-1048,46427.60,0.00,3249.93,49677.53,49677.53,1,
invoices/INV-2025-1049_C005.pdf,INV-2025-1049,C005,Evergreen Robotics Lab,2025-01-29,OPEN,include,INV-2025-1049,24482.15,0.00,2203.39,26685.54,26685.54,1,
invoices/INV-2025-1050_C008.pdf,INV-2025-1050,C008,Hearthstone Community Bank,2025-04-07,OPEN,include,INV-2025-1050,27497.51,0.00,1374.88,28872.39,28872.39,1,
invoices/INV-2025-1051_C007.pdf,INV-2025-1051,C007,Glasspeak Hospitality,2025-06-16,OPEN,include,INV-2025-1051,20321.54,1016.08,1930.55,21236.01,21236.01,1,
invoices/INV-2025-1052_C014.pdf,INV-2025-1052,C014,Northstar Produce Cooperative,2025-04-21,OPEN,include,INV-2025-1052,40727.16,1018.18,2382.54,42091.52,42091.52,1,
invoices/INV-2025-1053_C005.pdf,INV-2025-1053,C005,Evergreen Robotics Lab,2025-08-29,PAID,include,INV-2025-1053,13328.60,0.00,1199.57,14528.17,14528.17,1,
invoices/INV-2025-1054_C016.pdf,INV-2025-1054,C016,Prairie Signal Telecom,2025-09-12,OPEN,include,INV-2025-1054,15340.81,0.00,920.45,16261.26,16261.26,1,
invoices/INV-2025-1055_C014.pdf,INV-2025-1055,C014,Northstar Produce Cooperative,2025-07-21,OPEN,include,INV-2025-1055,32249.00,806.23,1886.57,33329.34,33329.34,1,
invoices/INV-2025-1056_C018.pdf,INV-2025-1056,C018,Riverbend Arts Foundation,2025-09-24,PARTIAL,include,INV-2025-1056,10649.96,0.00,0.00,10649.96,10649.96,1,
invoices/INV-2025-1057_C007.pdf,INV-2025-1057,C007,Glasspeak Hospitality,2025-04-01,OPEN,include,INV-2025-1057,61273.21,0.00,6127.32,67400.53,67400.53,1,
invoices/INV-2025-1058_C010.pdf,INV-2025-1058,C010,Juniper Ridge Schools,2025-02-23,OPEN,include,INV-2025-1058,24410.87,1220.54,1159.52,24349.85,24349.85,1,
invoices/INV-2025-1059_C005.pdf,INV-2025-1059,C005,Evergreen Robotics Lab,2025-04-13,OPEN,include,INV-2025-1059,39647.10,594.71,3514.72,42567.11,42567.11,1,
invoices/INV-2025-1060_C003.pdf,INV-2025-1060,C003,Cobalt Harbor Clinics,2025-07-13,PAID,include,INV-2025-1060,29349.99,0.00,1761.00,31110.99,31110.99,1,
invoices/INV-2025-1061_C001.pdf,INV-2025-1061,C001,Aster North Analytics,2025-10-05,PARTIAL,include,INV-2025-1061,8777.80,0.00,526.67,9304.47,9304.47,1,
invoices/INV-2025-1062_C008.pdf,INV-2025-1062,C008,Hearthstone Community Bank,2025-01-13,PAID,include,INV-2025-1062,66491.69,0.00,3324.58,69816.27,69816.27,1,
invoices/INV-2025-1063_C010.pdf,INV-2025-1063,C010,Juniper Ridge Schools,2025-09-19,PAID,include,INV-2025-1063,23456.95,0.00,1172.85,24629.80,24629.80,1,
invoices/INV-2025-1064_C008.pdf,INV-2025-1064,C008,Hearthstone Community Bank,2025-06-05,OPEN,include,INV-2025-1064,33528.79,0.00,1676.44,35205.23,35205.23,1,
invoices/INV-2025-1065_C016.pdf,INV-2025-1065,C016,Prairie Signal Telecom,2025-07-23,PARTIAL,include,INV-2025-1065,35170.88,0.00,2110.25,37281.13,37281.13,1,
invoices/INV-2025-1066_C011.pdf,INV-2025-1066,C011,Keystone Renewable Works,2025-11-21,PAID,include,INV-2025-1066,40553.77,0.00,2838.76,43392.53,43392.53,1,
invoices/INV-2025-1067_C006.pdf,INV-2025-1067,C006,Forgewell Manufacturing,2025-01-17,PARTIAL,include,INV-2025-1067,53281.28,799.22,3148.92,55630.98,55630.98,1,
invoices/INV-2025-1068_C002.pdf,INV-2025-1068,C002,Brightline Field Services,2025-07-16,PARTIAL,include,INV-2025-1068,36055.54,540.83,1775.74,37290.45,37290.45,1,
invoices/INV-2025-1069_C002.pdf,INV-2025-1069,C002,Brightline Field Services,2025-06-11,PAID,include,INV-2025-1069,44871.12,2243.56,2131.38,44758.94,44758.94,1,
invoices/INV-2025-1070_C013.pdf,INV-2025-1070,C013,Meridian Public Works,2025-07-20,OPEN,include,INV-2025-1070,31743.55,0.00,0.00,31743.55,31743.55,1,
invoices/INV-2025-1071_C012.pdf,INV-2025-1071,C012,Lumen Arc Studios,2025-02-20,OPEN,include,INV-2025-1071,26483.51,0.00,2383.52,28867.03,28867.03,1,
invoices/INV-2025-1072_C002.pdf,INV-2025-1072,C002,Brightline Field Services,2025-03-13,OPEN,include,INV-2025-1072,35307.20,0.00,1765.36,37072.56,37072.56,1,
invoices/INV-2025-1073_C005.pdf,INV-2025-1073,C005,Evergreen Robotics Lab,2025-04-20,OPEN,include,INV-2025-1073,28032.23,0.00,2522.90,30555.13,30555.13,1,
invoices/INV-2025-1074_C014.pdf,INV-2025-1074,C014,Northstar Produce Cooperative,2025-06-03,OPEN,include,INV-2025-1074,52851.81,0.00,3171.11,56022.92,56022.92,1,
invoices/INV-2025-1075_C005.pdf,INV-2025-1075,C005,Evergreen Robotics Lab,2025-03-16,PARTIAL,include,INV-2025-1075,26332.26,1316.61,2251.41,27267.06,27267.06,1,
invoices/INV-2025-1076_C007.pdf,INV-2025-1076,C007,Glasspeak Hospitality,2025-06-23,OPEN,include,INV-2025-1076,17132.11,428.30,1670.38,18374.19,18374.19,1,
invoices/INV-2025-1077_C016.pdf,INV-2025-1077,C016,Prairie Signal Telecom,2025-05-19,PAID,include,INV-2025-1077,16435.29,410.88,961.46,16985.87,16985.87,1,
invoices/INV-2025-1078_C007.pdf,INV-2025-1078,C007,Glasspeak Hospitality,2025-03-31,OPEN,include,INV-2025-1078,26246.56,1312.33,2493.42,27427.65,27427.65,1,
invoices/INV-2025-1079_C017.pdf,INV-2025-1079,C017,Quartzline Insurance,2025-01-07,PAID,include,INV-2025-1079,29777.19,1488.86,1697.30,29985.63,29985.63,1,
invoices/INV-2025-1080_C013.pdf,INV-2025-1080,C013,Meridian Public Works,2025-03-13,PAID,include,INV-2025-1080,39527.03,0.00,0.00,39527.03,39527.03,1,
invoices/INV-2025-1081_C016.pdf,INV-2025-1081,C016,Prairie Signal Telecom,2025-06-24,PAID,include,INV-2025-1081,24557.20,613.93,1436.60,25379.87,25379.87,1,
invoices/INV-2025-1082_C006.pdf,INV-2025-1082,C006,Forgewell Manufacturing,2025-04-19,OPEN,include,INV-2025-1082,29632.17,0.00,1777.93,31410.10,31410.10,1,
invoices/INV-2025-1083_C008.pdf,INV-2025-1083,C008,Hearthstone Community Bank,2025-09-21,PAID,include,INV-2025-1083,11130.97,166.96,548.20,11512.21,11512.21,1,
invoices/INV-2025-1084_C003.pdf,INV-2025-1084,C003,Cobalt Harbor Clinics,2025-02-07,OPEN,include,INV-2025-1084,19477.08,486.93,1139.41,20129.56,20129.56,1,
invoices/INV-2025-1085_C014.pdf,INV-2025-1085,C014,Northstar Produce Cooperative,2025-08-01,PAID,include,INV-2025-1085,31125.05,466.88,1839.49,32497.66,32497.66,1,
invoices/INV-2025-1086_C001.pdf,INV-2025-1086,C001,Aster North Analytics,2025-07-18,PAID,include,INV-2025-1086,42748.00,2137.40,2436.64,43047.24,43047.24,1,
invoices/INV-2025-1087_C001.pdf,INV-2025-1087,C001,Aster North Analytics,2025-07-09,OPEN,include,INV-2025-1087,31408.65,0.00,1884.52,33293.17,33293.17,1,
invoices/INV-2025-1088_C001.pdf,INV-2025-1088,C001,Aster North Analytics,2025-09-20,OPEN,include,INV-2025-1088,13561.94,203.43,801.51,14160.02,14160.02,1,
invoices/INV-2025-1089_C007.pdf,INV-2025-1089,C007,Glasspeak Hospitality,2025-03-11,OPEN,include,INV-2025-1089,11376.86,568.84,1080.80,11888.82,11888.82,1,
invoices/INV-2025-1090_C003.pdf,INV-2025-1090,C003,Cobalt Harbor Clinics,2025-05-24,PAID,include,INV-2025-1090,31071.65,0.00,1864.30,32935.95,32935.95,1,
invoices/INV-2025-1091_C009.pdf,INV-2025-1091,C009,Ion Trail Logistics,2025-03-25,OPEN,include,INV-2025-1091,21954.31,0.00,1756.34,23710.65,23710.65,1,
invoices/INV-2025-1092_C013.pdf,INV-2025-1092,C013,Meridian Public Works,2025-05-03,PAID,include,INV-2025-1092,70271.81,1756.80,0.00,68515.01,68515.01,1,
invoices/INV-2025-1093_C005.pdf,INV-2025-1093,C005,Evergreen Robotics Lab,2025-07-12,OPEN,include,INV-2025-1093,48823.16,0.00,4394.08,53217.24,53217.24,1,
invoices/INV-2025-1094_C005.pdf,INV-2025-1094,C005,Evergreen Robotics Lab,2025-08-04,OPEN,include,INV-2025-1094,33369.00,0.00,3003.21,36372.21,36372.21,1,
invoices/INV-2025-1095_C007.pdf,INV-2025-1095,C007,Glasspeak Hospitality,2025-01-28,OPEN,include,INV-2025-1095,64690.76,0.00,6469.08,71159.84,71159.84,1,
invoices/INV-2025-1096_C001.pdf,INV-2025-1096,C001,Aster North Analytics,2025-11-18,PAID,include,INV-2025-1096,46352.81,0.00,2781.17,49133.98,49133.98,1,
invoices/INV-2025-1097_C001.pdf,INV-2025-1097,C001,Aster North Analytics,2025-02-24,PARTIAL,include,INV-2025-1097,19892.89,0.00,1193.57,21086.46,21086.46,1,
invoices/INV-2025-1098_C003.pdf,INV-2025-1098,C003,Cobalt Harbor Clinics,2025-10-02,PARTIAL,include,INV-2025-1098,54919.07,1372.98,3212.77,56758.86,56758.86,1,
invoices/INV-2025-1099_C007.pdf,INV-2025-1099,C007,Glasspeak Hospitality,2025-02-11,OPEN,include,INV-2025-1099,17388.56,434.71,1695.39,18649.24,18649.24,1,
invoices/INV-2025-1100_C004.pdf,INV-2025-1100,C004,Driftwood Legal Group,2025-08-31,PARTIAL,include,INV-2025-1100,36848.47,0.00,0.00,36848.47,36848.47,1,
invoices/INV-2025-1101_C016.pdf,INV-2025-1101,C016,Prairie Signal Telecom,2025-05-29,OPEN,include,INV-2025-1101,32593.93,0.00,1955.64,34549.57,34549.57,1,
invoices/INV-2025-1102_C009.pdf,INV-2025-1102,C009,Ion Trail Logistics,2025-01-30,OPEN,include,INV-2025-1102,26629.53,665.74,2077.10,28040.89,28040.89,1,
invoices/INV-2025-1103_C003.pdf,INV-2025-1103,C003,Cobalt Harbor Clinics,2025-08-09,PAID,include,INV-2025-1103,23529.72,0.00,1411.78,24941.50,24941.50,1,
invoices/INV-2025-1104_C010.pdf,INV-2025-1104,C010,Juniper Ridge Schools,2025-01-25,OPEN,include,INV-2025-1104,10085.16,252.13,491.65,10324.68,10324.68,1,
invoices/INV-2025-2101_original_superseded.pdf,INV-2025-2101,C005,Evergreen Robotics Lab,2025-09-15,SUPERSEDED,exclude_superseded,INV-2025-2101-R1,9900.00,0.00,891.00,10791.00,0.00,0,superseded_original
invoices/INV-2025-2101_R1_revised.pdf,INV-2025-2101-R1,C005,Evergreen Robotics Lab,2025-09-20,OPEN,include,INV-2025-2101-R1,12650.00,0.00,1138.50,13788.50,13788.50,1,revision_replaces_original
invoices/INV-2025-2199_VOID_do_not_pay.pdf,INV-2025-2199,C009,Ion Trail Logistics,2025-11-11,VOID,exclude_void,INV-2025-2199,10550.00,263.75,822.90,11109.15,0.00,0,void_invoice
invoices/CM-2025-077_C001.pdf,CM-2025-077,C001,Aster North Analytics,2025-12-05,CREDIT,credit_memo,CM-2025-077,-1480.00,0.00,0.00,-1480.00,-1480.00,0,credit_memo
invoices/CM-2025-091_C010.pdf,CM-2025-091,C010,Juniper Ridge Schools,2025-12-05,CREDIT,credit_memo,CM-2025-091,-925.00,0.00,0.00,-925.00,-925.00,0,credit_memo
invoices/INV-2025-1013_duplicate_scan_from_email.pdf,INV-2025-1013,C013,Meridian Public Works,2025-03-02,DUPLICATE_SCAN,exclude_duplicate,INV-2025-1013,47204.65,0.00,0.00,47204.65,0.00,0,duplicate_scan
invoices/statement_C003_2025_Q3.pdf,STMT-2025-Q3,C003,Cobalt Harbor Clinics,2025-12-31,STATEMENT,reference_only_statement,STMT-2025-Q3,10218.37,0.00,0.00,10218.37,0.00,0,statement_not_invoice
invoices/statement_C007_2025_Q4.pdf,STMT-2025-Q4,C007,Glasspeak Hospitality,2025-12-31,STATEMENT,reference_only_statement,STMT-2025-Q4,11959.33,0.00,0.00,11959.33,0.00,0,statement_not_invoice
